,timestamp,costs_[cent],heat_pump_electrical_power_[watt],heat_pump_modulation_degree,price_factor,room_1_air_temperature_[degree_celsius],room_1_heat_flow_[watt],room_2_air_temperature_[degree_celsius],room_2_heat_flow_[watt],room_3_air_temperature_[degree_celsius],room_3_heat_flow_[watt],room_4_air_temperature_[degree_celsius],room_4_heat_flow_[watt],room_5_air_temperature_[degree_celsius],room_5_heat_flow_[watt],storage_1,storage_2,storage_3,storage_4,storage_5,storage_average,storage_factor,storage_total,thermal_discomfort_[kelvin]
0,2022-06-27 00:00:00+00:00,0.0,0.0,0.0,0.46,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,25.9,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.5,0.0
1,2022-06-27 00:15:00+00:00,0.0,0.0,0.0,0.46,25.9,0.0,25.9,0.0,25.9,0.0,25.9,0.0,25.9,0.0,1.0,1.0,1.0,1.0,1.0,0.76,0.0,3.78,0.0
2,2022-06-27 00:30:00+00:00,0.0,0.0,0.0,0.46,25.9,0.0,25.9,0.0,25.9,0.0,25.8,0.0,25.8,0.0,1.0,1.0,1.0,1.0,1.0,0.78,0.0,3.88,0.0
3,2022-06-27 00:45:00+00:00,0.0,0.0,0.0,0.46,25.8,0.0,25.8,0.0,25.8,0.0,25.8,0.0,25.7,0.0,1.0,1.0,1.0,1.0,1.0,0.79,0.0,3.93,0.0
4,2022-06-27 01:00:00+00:00,0.0,0.0,0.0,0.46,25.8,0.0,25.8,0.0,25.8,0.0,25.7,0.0,25.6,0.0,1.0,1.0,1.0,1.0,1.0,0.8,0.0,4.02,0.0
5,2022-06-27 01:15:00+00:00,0.0,0.0,0.0,0.46,25.8,0.0,25.8,0.0,25.8,0.0,25.6,0.0,25.6,0.0,1.0,1.0,1.0,1.0,1.0,0.81,0.0,4.07,0.0
6,2022-06-27 01:30:00+00:00,0.0,0.0,0.0,0.46,25.7,0.0,25.7,0.0,25.7,0.0,25.6,0.0,25.5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.0,4.1,0.0
7,2022-06-27 01:45:00+00:00,0.0,0.0,0.0,0.46,25.7,0.0,25.7,0.0,25.7,0.0,25.5,0.0,25.4,0.0,1.0,1.0,1.0,1.0,1.0,0.84,0.0,4.2,0.0
8,2022-06-27 02:00:00+00:00,0.0,0.0,0.0,0.46,25.6,0.0,25.6,0.0,25.6,0.0,25.4,0.0,25.3,0.0,1.0,1.0,1.0,1.0,1.0,0.85,0.0,4.25,0.0
9,2022-06-27 02:15:00+00:00,0.0,0.0,0.0,0.46,25.6,0.0,25.6,0.0,25.6,0.0,25.4,0.0,25.3,0.0,1.0,1.0,1.0,1.0,1.0,0.87,0.0,4.37,0.0
10,2022-06-27 02:30:00+00:00,0.0,0.0,0.0,0.46,25.5,0.0,25.5,0.0,25.5,0.0,25.3,0.0,25.2,0.0,1.0,1.0,1.0,1.0,1.0,0.87,0.0,4.37,0.0
11,2022-06-27 02:45:00+00:00,0.0,0.0,0.0,0.46,25.5,0.0,25.5,0.0,25.5,0.0,25.2,0.0,25.1,0.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,4.5,0.0
12,2022-06-27 03:00:00+00:00,0.0,0.0,0.0,0.58,25.5,0.0,25.5,0.0,25.5,0.0,25.2,0.0,25.1,0.0,1.0,1.0,1.0,1.0,1.0,0.91,0.0,4.55,0.0
13,2022-06-27 03:15:00+00:00,0.0,0.0,0.0,0.58,25.4,0.0,25.4,0.0,25.4,0.0,25.1,0.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.91,0.0,4.55,0.0
14,2022-06-27 03:30:00+00:00,0.0,0.0,0.0,0.58,25.4,0.0,25.4,0.0,25.4,0.0,25.1,0.0,24.9,0.0,1.0,1.0,1.0,1.0,1.0,0.94,0.0,4.68,0.0
15,2022-06-27 03:45:00+00:00,0.0,0.0,0.0,0.58,25.3,0.0,25.3,0.0,25.3,0.0,25.0,0.0,24.8,0.0,1.0,1.0,1.0,1.0,1.0,0.94,0.0,4.68,0.0
16,2022-06-27 04:00:00+00:00,0.0,0.0,0.0,0.58,25.3,0.0,25.3,0.0,25.3,0.0,24.9,0.0,24.8,0.0,1.0,1.0,1.0,1.0,1.0,0.95,0.0,4.77,0.0
17,2022-06-27 04:15:00+00:00,0.0,0.0,0.0,0.58,25.3,0.0,25.3,0.0,25.2,0.0,24.9,0.0,24.7,0.0,1.0,1.0,1.0,1.0,1.0,0.95,0.0,4.77,0.0
18,2022-06-27 04:30:00+00:00,0.0,0.0,0.0,0.58,25.2,0.0,25.2,0.0,25.2,0.0,24.8,0.0,24.7,0.0,1.0,1.0,1.0,1.0,1.0,0.96,0.0,4.8,0.0
19,2022-06-27 04:45:00+00:00,0.0,0.0,0.0,0.58,25.2,0.0,25.2,0.0,25.2,0.0,24.8,0.0,24.6,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,4.85,0.0
20,2022-06-27 05:00:00+00:00,0.0,0.0,0.0,0.62,25.2,0.0,25.2,0.0,25.2,0.0,24.8,0.0,24.6,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,4.85,0.0
21,2022-06-27 05:15:00+00:00,0.0,0.0,0.0,0.62,25.2,0.0,25.2,0.0,25.1,0.0,24.7,0.0,24.5,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,4.85,0.0
22,2022-06-27 05:30:00+00:00,0.0,0.0,0.0,0.62,25.1,0.0,25.1,0.0,25.1,0.0,24.7,0.0,24.5,0.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,4.88,0.0
23,2022-06-27 05:45:00+00:00,0.0,0.0,0.0,0.62,25.1,0.0,25.1,0.0,25.1,0.0,24.6,0.0,24.4,0.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,4.92,0.0
24,2022-06-27 06:00:00+00:00,0.0,0.0,0.0,0.67,25.1,0.0,25.1,0.0,25.0,0.0,24.6,0.0,24.3,0.0,1.0,1.0,1.0,1.0,1.0,0.98,0.0,4.92,0.0
25,2022-06-27 06:15:00+00:00,0.0,0.0,0.0,0.67,25.0,0.0,25.0,0.0,25.0,0.0,24.5,0.0,24.3,0.0,1.0,1.0,1.0,1.0,1.0,0.99,0.0,4.95,0.0
26,2022-06-27 06:30:00+00:00,0.0,0.0,0.0,0.67,25.0,0.0,25.0,0.0,25.0,0.0,24.5,0.0,24.3,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
27,2022-06-27 06:45:00+00:00,0.0,0.0,0.0,0.67,25.0,0.0,25.0,0.0,24.9,0.0,24.4,0.0,24.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
28,2022-06-27 07:00:00+00:00,0.0,0.0,0.0,0.71,24.9,0.0,24.9,0.0,24.9,0.0,24.4,0.0,24.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
29,2022-06-27 07:15:00+00:00,0.0,0.0,0.0,0.71,24.9,0.0,24.9,0.0,24.9,0.0,24.4,0.0,24.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
30,2022-06-27 07:30:00+00:00,0.0,0.0,0.0,0.71,24.9,0.0,24.9,0.0,24.9,0.0,24.3,0.0,24.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
31,2022-06-27 07:45:00+00:00,0.0,0.0,0.0,0.71,24.9,0.0,24.9,0.0,24.9,0.0,24.3,0.0,24.1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0
32,2022-06-27 08:00:00+00:00,0.0,0.0,0.0,0.79,24.9,0.0,24.9,0.0,24.8,0.0,24.3,0.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,0.87,0.0,4.35,1.3
33,2022-06-27 08:15:00+00:00,0.0,0.0,0.0,0.79,24.9,0.0,24.9,0.0,24.8,0.0,24.3,0.0,24.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.88,0.0,4.38,1.3
34,2022-06-27 08:30:00+00:00,0.0,0.0,0.0,0.79,24.9,0.0,24.9,0.0,24.8,0.0,24.2,0.0,24.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.88,0.0,4.38,1.4
