;Timestamp;T_Air_1;T_Air_2;T_Air_3;T_Air_4;T_Air_5;Storage_1;Storage_2;Storage_3;Storage_4;Storage_5;Storage_Combined;Storage_Av;thermalDiscomfort;P_Max;P_elect;Costs;heatingPowerRoom1;heatingPowerRoom2;heatingPowerRoom3;heatingPowerRoom4;heatingPowerRoom5;COP;Electricity Price;Price Factor;Storage Factor;Modulation Degree
0;2022-12-05 00:00:00;22.7;22.7;22.7;22.7;22.7;0.7;0.7;0.7;0.7;0.7;3.5;0.7;0.0;4826.4;3569.6;0.17;1975.7;1975.7;1975.7;1975.7;1975.7;2.77;0.2;0.86;0.3;0.74
1;2022-12-05 00:15:00;23.3;23.3;23.3;23.3;23.3;0.68;0.68;0.68;0.68;0.68;3.39;0.68;0.0;4826.6;3737.7;0.18;2068.0;2068.0;2068.0;2068.0;2068.0;2.77;0.19;0.88;0.32;0.77
2;2022-12-05 00:30:00;23.7;23.7;23.7;23.7;23.7;0.72;0.72;0.72;0.72;0.72;3.61;0.72;0.0;4826.2;3822.8;0.18;2117.0;2117.0;2117.0;2117.0;2117.0;2.77;0.19;0.89;0.28;0.79
3;2022-12-05 00:45:00;24.1;24.1;24.1;24.1;24.1;0.75;0.75;0.75;0.75;0.75;3.75;0.75;0.0;4826.4;3996.7;0.19;2212.5;2212.5;2212.5;2212.5;2212.5;2.77;0.19;0.91;0.25;0.83
4;2022-12-05 01:00:00;23.4;23.4;23.4;23.4;23.4;0.78;0.78;0.78;0.78;0.78;3.89;0.78;0.0;4827.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.76;0.18;0.94;0.22;0.0
5;2022-12-05 01:15:00;23.1;23.1;23.1;23.1;23.1;0.73;0.73;0.73;0.73;0.73;3.64;0.73;0.0;4827.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.76;0.18;0.95;0.27;0.0
6;2022-12-05 01:30:00;23.9;23.9;23.9;23.9;23.9;0.71;0.71;0.71;0.71;0.71;3.54;0.71;0.0;4827.3;4448.9;0.2;2456.6;2456.6;2456.6;2456.6;2456.6;2.76;0.18;0.96;0.29;0.92
7;2022-12-05 01:45:00;23.7;23.7;23.7;23.7;23.7;0.76;0.76;0.76;0.76;0.76;3.82;0.76;0.0;4826.2;1206.6;0.05;668.2;668.2;668.2;668.2;668.2;2.77;0.18;0.96;0.24;0.25
8;2022-12-05 02:00:00;24.4;24.4;24.4;24.4;24.4;0.75;0.75;0.75;0.75;0.75;3.75;0.75;0.0;4827.1;4448.7;0.2;2457.8;2457.8;2457.8;2457.8;2457.8;2.76;0.18;0.96;0.25;0.92
9;2022-12-05 02:15:00;23.8;23.8;23.8;23.8;23.8;0.8;0.8;0.8;0.8;0.8;4.0;0.8;0.0;4827.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.76;0.18;0.97;0.2;0.0
10;2022-12-05 02:30:00;23.5;23.5;23.5;23.5;23.5;0.76;0.76;0.76;0.76;0.76;3.79;0.76;0.0;4825.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.77;0.17;0.98;0.24;0.0
11;2022-12-05 02:45:00;24.4;24.4;24.4;24.4;24.4;0.74;0.74;0.74;0.74;0.74;3.68;0.74;0.0;4824.2;4728.2;0.2;2629.3;2629.3;2629.3;2629.3;2629.3;2.78;0.17;0.99;0.26;0.98
12;2022-12-05 03:00:00;24.2;24.2;24.2;24.2;24.2;0.8;0.8;0.8;0.8;0.8;4.0;0.8;0.0;4822.7;1205.7;0.05;672.3;672.3;672.3;672.3;672.3;2.79;0.16;1.0;0.2;0.25
13;2022-12-05 03:15:00;23.9;23.9;23.9;23.9;23.9;0.79;0.79;0.79;0.79;0.79;3.93;0.79;0.0;4822.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.79;0.19;0.91;0.21;0.0
14;2022-12-05 03:30:00;23.6;23.6;23.6;23.6;23.6;0.76;0.76;0.76;0.76;0.76;3.82;0.76;0.0;4821.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.79;0.21;0.85;0.24;0.0
15;2022-12-05 03:45:00;24.3;24.3;24.3;24.3;24.3;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4820.8;3401.6;0.19;1902.6;1902.6;1902.6;1902.6;1902.6;2.8;0.23;0.84;0.26;0.71
16;2022-12-05 04:00:00;24.2;24.2;24.2;24.2;24.2;0.79;0.79;0.79;0.79;0.79;3.96;0.79;0.0;4820.2;1205.1;0.08;674.6;674.6;674.6;674.6;674.6;2.8;0.25;0.83;0.21;0.25
17;2022-12-05 04:15:00;23.9;23.9;23.9;23.9;23.9;0.79;0.79;0.79;0.79;0.79;3.93;0.79;0.0;4816.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81;0.26;0.82;0.21;0.0
18;2022-12-05 04:30:00;23.8;23.8;23.8;23.8;23.8;0.76;0.76;0.76;0.76;0.76;3.82;0.76;0.0;4810.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.83;0.27;0.81;0.24;0.0
19;2022-12-05 04:45:00;23.6;23.6;23.6;23.6;23.6;0.76;0.76;0.76;0.76;0.76;3.79;0.76;0.0;4806.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.85;0.28;0.8;0.24;0.0
20;2022-12-05 05:00:00;24.3;24.3;24.3;24.3;24.3;0.74;0.74;0.74;0.74;0.74;3.71;0.74;0.0;4810.6;2852.2;0.21;1616.0;1616.0;1616.0;1616.0;1616.0;2.83;0.29;0.77;0.26;0.59
21;2022-12-05 05:15:00;24.3;24.3;24.3;24.3;24.3;0.79;0.79;0.79;0.79;0.79;3.96;0.79;0.0;4815.2;1203.8;0.09;678.5;678.5;678.5;678.5;678.5;2.82;0.31;0.68;0.21;0.25
22;2022-12-05 05:30:00;24.0;24.0;24.0;24.0;24.0;0.79;0.79;0.79;0.79;0.79;3.96;0.79;0.0;4817.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81;0.33;0.62;0.21;0.0
23;2022-12-05 05:45:00;23.8;23.8;23.8;23.8;23.8;0.77;0.77;0.77;0.77;0.77;3.86;0.77;0.0;4816.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.81;0.35;0.58;0.23;0.0
24;2022-12-05 06:00:00;24.2;24.2;24.1;24.1;24.1;0.16;0.16;0.56;0.56;0.56;1.99;0.4;0.0;4814.3;1509.8;0.14;980.6;980.6;766.1;766.1;766.1;2.82;0.37;0.56;0.6;0.31
25;2022-12-05 06:15:00;24.4;24.4;24.2;24.2;24.2;0.19;0.19;0.58;0.58;0.58;2.11;0.42;0.0;4808.9;1454.7;0.14;941.1;941.1;748.7;748.7;748.7;2.84;0.38;0.55;0.58;0.3
26;2022-12-05 06:30:00;24.5;24.5;24.3;24.3;24.3;0.2;0.2;0.59;0.59;0.59;2.16;0.43;0.0;4807.0;1350.3;0.13;870.8;870.8;699.2;699.2;699.2;2.84;0.39;0.53;0.57;0.28
27;2022-12-05 06:45:00;24.2;24.2;24.1;24.1;24.1;0.21;0.21;0.59;0.59;0.59;2.19;0.44;0.0;4807.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.84;0.4;0.49;0.56;0.0
28;2022-12-05 07:00:00;24.0;24.0;23.9;23.9;23.9;0.19;0.19;0.58;0.58;0.58;2.11;0.42;0.0;4806.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.84;0.41;0.32;0.58;0.0
