,timestamp,costs_[cent],heat_pump_electrical_power_[watt],heat_pump_modulation_degree,price_factor,room_1_air_temperature_[degree_celsius],room_1_heat_flow_[watt],room_2_air_temperature_[degree_celsius],room_2_heat_flow_[watt],room_3_air_temperature_[degree_celsius],room_3_heat_flow_[watt],room_4_air_temperature_[degree_celsius],room_4_heat_flow_[watt],room_5_air_temperature_[degree_celsius],room_5_heat_flow_[watt],storage_1,storage_2,storage_3,storage_4,storage_5,storage_average,storage_factor,storage_total,thermal_discomfort_[kelvin]
0,2022-07-11 00:00:00+00:00,0.0,0.0,0.0,0.38,26.0,0.0,26.0,0.0,26.0,0.0,25.9,0.0,25.9,0.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,2.5,0.0
1,2022-07-11 00:15:00+00:00,0.0,0.0,0.0,0.38,25.9,0.0,25.9,0.0,25.9,0.0,25.9,0.0,25.8,0.0,1.0,1.0,1.0,1.0,1.0,0.76,0.0,3.8,0.0
2,2022-07-11 00:30:00+00:00,0.0,0.0,0.0,0.38,25.9,0.0,25.9,0.0,25.9,0.0,25.8,0.0,25.7,0.0,1.0,1.0,1.0,1.0,1.0,0.78,0.0,3.9,0.0
3,2022-07-11 00:45:00+00:00,0.0,0.0,0.0,0.38,25.8,0.0,25.8,0.0,25.8,0.0,25.7,0.0,25.7,0.0,1.0,1.0,1.0,1.0,1.0,0.79,0.0,3.95,0.0
4,2022-07-11 01:00:00+00:00,0.0,0.0,0.0,0.71,25.8,0.0,25.8,0.0,25.8,0.0,25.6,0.0,25.6,0.0,1.0,1.0,1.0,1.0,1.0,0.81,0.0,4.05,0.0
5,2022-07-11 01:15:00+00:00,0.0,0.0,0.0,0.71,25.7,0.0,25.7,0.0,25.7,0.0,25.6,0.0,25.5,0.0,1.0,1.0,1.0,1.0,1.0,0.82,0.0,4.1,0.0
6,2022-07-11 01:30:00+00:00,0.0,0.0,0.0,0.71,25.7,0.0,25.7,0.0,25.7,0.0,25.5,0.0,25.4,0.0,1.0,1.0,1.0,1.0,1.0,0.84,0.0,4.2,0.0
7,2022-07-11 01:45:00+00:00,0.0,0.0,0.0,0.71,25.6,0.0,25.6,0.0,25.6,0.0,25.4,0.0,25.3,0.0,1.0,1.0,1.0,1.0,1.0,0.85,0.0,4.25,0.0
8,2022-07-11 02:00:00+00:00,0.0,0.0,0.0,0.83,25.6,0.0,25.6,0.0,25.5,0.0,25.3,0.0,25.2,0.0,1.0,1.0,1.0,1.0,1.0,0.87,0.0,4.37,0.0
9,2022-07-11 02:15:00+00:00,0.0,0.0,0.0,0.83,25.5,0.0,25.5,0.0,25.5,0.0,25.2,0.0,25.1,0.0,1.0,1.0,1.0,1.0,1.0,0.89,0.0,4.45,0.0
10,2022-07-11 02:30:00+00:00,0.0,0.0,0.0,0.83,25.4,0.0,25.4,0.0,25.4,0.0,25.2,0.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.91,0.0,4.55,0.0
11,2022-07-11 02:45:00+00:00,0.0,0.0,0.0,0.83,25.4,0.0,25.4,0.0,25.4,0.0,25.1,0.0,24.9,0.0,1.0,1.0,1.0,1.0,1.0,0.93,0.0,4.65,0.0
12,2022-07-11 03:00:00+00:00,0.0,0.0,0.0,0.83,25.3,0.0,25.3,0.0,25.3,0.0,25.0,0.0,24.8,0.0,1.0,1.0,1.0,1.0,1.0,0.94,0.0,4.68,0.0
13,2022-07-11 03:15:00+00:00,0.0,0.0,0.0,0.83,25.2,0.0,25.2,0.0,25.2,0.0,24.9,0.0,24.7,0.0,1.0,1.0,1.0,1.0,1.0,0.95,0.0,4.77,0.0
14,2022-07-11 03:30:00+00:00,0.0,0.0,0.0,0.83,25.2,0.0,25.2,0.0,25.2,0.0,24.8,0.0,24.6,0.0,1.0,1.0,1.0,1.0,1.0,0.97,0.0,4.85,0.0
